,T1_HL48G,T2_HL48G,T4_HL48G,T5_HL48G,T11_HL48G,T12_HL48G,T13_HL48G,T14_HL48G,T15_HL48G,T16_HL48X,T17_HL48X,T18_HL48X,T19_HL48X,T21_HL48X,T22_HL48X,T23_HL48X,T24_HL48X
hotlake_ucc_71614,1410,633,187,947,246,604,596,344,388,517,483,253,585,2707,1629,2164,1819
hotlake_ucc_71615,5614,2568,762,4457,1333,2551,2952,1746,1626,2403,2292,1028,2388,10281,6033,6514,4710
hotlake_ucc_71616,9190,4721,1117,5539,1449,4064,3481,2022,2483,2172,2130,1019,2294,9488,5134,5335,6718
hotlake_ucc_71617,286,174,30,228,63,113,148,95,80,89,83,36,94,518,305,257,391
hotlake_ucc_71618,154,94,29,143,20,60,68,27,43,36,57,24,41,294,147,126,194
hotlake_ucc_71619,741,493,150,939,225,410,587,335,256,348,316,196,381,2035,1457,1115,962
hotlake_ucc_71621,52,44,11,57,10,42,43,27,24,0,2,2,0,27,11,7,66
hotlake_ucc_71622,511,245,68,310,116,279,207,131,125,305,342,146,370,1156,686,875,577
hotlake_ucc_71623,772,320,96,460,310,402,348,197,279,406,438,173,473,1403,816,997,903
hotlake_ucc_71624,386,166,51,211,116,177,134,97,117,196,187,74,246,679,384,438,471
hotlake_ucc_71625,204,84,62,107,634,3855,2236,1247,2173,17,14,8,15,51,36,38,823
hotlake_ucc_71626,1402,731,279,899,298,865,643,377,455,146,185,69,144,549,299,312,849
hotlake_ucc_71627,4034,1867,562,2881,1184,2231,2130,1431,1758,1642,1687,788,1774,6416,4587,4555,7725
hotlake_ucc_71628,741,310,97,457,142,331,308,152,199,182,187,69,213,568,331,353,583
hotlake_ucc_71629,300,139,50,188,113,161,162,94,92,68,60,41,109,320,133,161,375
hotlake_ucc_71630,1819,846,191,881,321,992,789,511,780,491,516,249,597,2364,1360,1277,3560
hotlake_ucc_71631,1966,948,275,913,319,878,630,399,842,666,608,311,734,3012,1987,1788,3934
hotlake_ucc_71632,346,191,38,186,70,161,181,95,124,57,58,26,62,405,223,267,601
hotlake_ucc_71633,188,108,32,126,63,91,80,41,64,20,27,19,36,191,83,101,357
hotlake_ucc_71634,37,22,15,24,3,15,16,10,13,7,10,2,10,47,18,20,84
hotlake_ucc_71635,277,119,34,173,80,131,115,80,95,66,64,25,79,313,171,201,545
hotlake_ucc_71636,49,23,8,50,24,26,28,21,20,17,12,8,13,82,39,49,90
hotlake_ucc_71637,137,62,14,82,31,106,70,53,47,54,71,26,73,237,122,127,253
hotlake_ucc_71638,126,60,8,77,37,91,112,51,63,27,34,9,34,92,66,82,142
hotlake_ucc_71639,68,37,24,35,27,35,50,28,22,17,14,6,23,87,59,42,86
hotlake_ucc_71640,166,108,29,177,54,110,102,54,60,73,89,49,124,409,196,174,241
hotlake_ucc_71641,541,295,96,525,112,251,244,184,139,231,208,116,185,703,435,390,608
hotlake_ucc_71642,347,209,58,220,101,190,129,85,100,86,91,44,103,396,250,297,482
hotlake_ucc_71643,2080,882,191,1009,833,959,1112,604,591,910,698,286,910,5365,3075,4147,3066
hotlake_ucc_71644,1508,865,220,1021,372,693,720,399,452,988,720,333,748,4969,3193,3773,2527
hotlake_ucc_71645,3927,2141,488,2628,948,2066,1757,1179,1770,2735,2547,1212,2403,15303,11441,11348,11266
hotlake_ucc_71647,8462,4282,1003,3537,1406,5015,2291,1941,3293,3401,2927,1368,3179,19105,11681,13499,6406
hotlake_ucc_71648,644,240,70,167,96,264,169,128,245,155,141,81,157,653,415,477,918
hotlake_ucc_71649,313,168,33,126,72,143,94,84,96,101,92,33,115,432,230,314,522
hotlake_ucc_71650,1305,610,142,837,314,748,689,420,393,410,493,213,466,1171,554,623,1574
hotlake_ucc_71651,91,30,8,37,11,44,37,25,20,18,14,6,15,68,35,32,95
hotlake_ucc_71652,28,24,4,13,8,18,9,7,14,4,10,3,8,16,14,21,64
hotlake_ucc_71653,23,10,2,7,0,10,11,8,8,8,14,0,8,29,26,8,32
hotlake_ucc_71654,41,10,4,10,7,18,11,7,16,11,10,6,13,34,17,26,63
hotlake_ucc_71655,171,100,34,90,41,105,75,53,72,69,93,22,92,248,122,104,284
hotlake_ucc_71656,88,36,18,48,28,52,35,31,38,31,34,12,34,143,85,127,169
hotlake_ucc_71657,6,6,4,6,4,6,5,4,3,16,10,4,6,36,22,41,25
hotlake_ucc_71658,100,40,26,91,35,54,53,56,47,57,73,26,71,272,221,181,197
hotlake_ucc_71659,4141,2311,649,3632,1232,2991,2677,1440,1522,2501,2848,1271,2737,11710,8082,7300,4279
hotlake_ucc_71660,1012,613,172,801,164,584,394,263,389,160,142,99,136,582,429,299,1020
hotlake_ucc_71661,2832,1701,519,2424,660,1814,1571,767,950,465,518,266,568,2725,1833,1732,2947
hotlake_ucc_71662,19422,11744,3757,20074,3907,11584,11434,6601,8061,22747,22175,11975,23516,91650,72501,67966,28643
hotlake_ucc_71663,8109,3336,1075,2940,1083,4199,2265,1518,2628,952,985,380,1024,3362,2120,2146,6730
hotlake_ucc_71664,1540,1350,421,4889,358,1112,2116,1460,852,8000,8549,4462,8217,15356,11901,14591,4624
hotlake_ucc_71665,271,223,56,419,25,122,189,137,132,153,139,93,121,428,295,286,989
hotlake_ucc_71666,39,9,6,21,6,17,19,11,13,12,7,5,5,52,30,32,51
hotlake_ucc_71667,623,292,87,328,123,314,253,163,180,231,216,67,283,734,469,514,814
hotlake_ucc_71668,4021,1960,499,1929,628,1710,1453,937,1068,2096,1647,807,1805,7521,3708,5760,7965
hotlake_ucc_71669,1339,751,229,1423,320,893,1051,535,526,351,340,198,441,1657,1130,879,1132
hotlake_ucc_71670,723,325,103,448,201,354,303,191,230,210,206,107,217,795,478,469,925
hotlake_ucc_71671,1077,505,217,708,230,507,504,301,269,191,184,92,214,719,375,388,1104
hotlake_ucc_71672,1275,658,212,913,266,631,516,350,337,79,88,40,110,232,216,172,861
hotlake_ucc_71673,824,403,168,580,168,413,398,243,204,33,30,26,58,176,123,88,573
hotlake_ucc_71675,3878,2095,1064,3305,602,2314,2963,869,867,290,321,188,481,1472,804,656,2222
hotlake_ucc_71676,145,60,15,100,33,71,86,81,40,356,356,149,483,1360,845,1021,170
hotlake_ucc_71677,964,391,125,648,273,553,530,348,334,1624,1561,721,2255,5009,4059,4405,1147
hotlake_ucc_71678,2429,1019,256,1170,406,1042,980,534,598,1741,1632,884,2225,6054,3619,4576,1767
hotlake_ucc_71679,3031,1231,337,2310,724,1097,1398,920,758,2854,2530,1147,2631,11573,7414,9118,2570
hotlake_ucc_71680,2019,877,224,1922,809,850,1084,771,590,2908,2659,1109,2789,10018,6135,8019,2518
hotlake_ucc_71681,87,32,14,32,17,54,26,16,20,21,17,11,52,83,51,69,101
hotlake_ucc_71682,1130,513,181,951,249,547,568,281,292,238,245,104,199,973,690,606,947
hotlake_ucc_71683,1936,1167,302,1538,333,750,746,415,459,340,354,156,341,1710,1025,1039,1641
hotlake_ucc_71684,535,234,76,327,59,213,196,132,106,107,127,43,127,493,265,283,496
hotlake_ucc_71686,462,239,78,272,50,239,164,114,140,64,70,35,82,321,188,190,777
hotlake_ucc_71687,1350,1030,297,1654,335,875,872,515,657,214,232,131,204,1351,1030,549,1278
hotlake_ucc_71688,11179,7916,2172,10000,1163,3733,2618,1914,3056,116,143,65,74,451,392,258,2491
hotlake_ucc_71689,11916,9718,2598,13090,1395,5597,4445,3029,3398,196,218,121,189,871,896,769,4124
hotlake_ucc_71691,29407,26021,6809,30836,3305,10854,9961,7578,8302,312,323,170,238,1193,1351,1218,6629
hotlake_ucc_71693,7188,5689,1871,9268,1666,4618,4183,2917,3280,805,882,457,797,4391,2975,2044,9409
hotlake_ucc_71694,1134,801,285,1463,251,702,707,406,536,192,189,63,147,650,543,408,825
hotlake_ucc_71695,535,320,82,497,128,254,336,146,140,86,59,40,95,467,218,211,585
hotlake_ucc_71696,547,380,125,721,95,400,363,214,218,67,79,50,62,310,262,173,514
hotlake_ucc_71697,1244,874,290,1465,218,760,782,451,435,256,236,122,212,1296,766,656,1269
hotlake_ucc_71698,793,411,131,646,85,246,240,144,226,173,154,92,137,1067,732,515,669
hotlake_ucc_71699,754,493,146,828,188,347,463,247,266,198,226,127,205,1073,761,547,1095
hotlake_ucc_71700,1242,702,213,1050,301,696,645,371,539,176,213,113,198,1075,691,567,1466
hotlake_ucc_71701,298,183,47,284,68,134,190,101,87,66,77,47,53,278,239,166,352
hotlake_ucc_71702,379,264,63,292,48,163,171,89,141,112,110,48,113,450,329,300,551
hotlake_ucc_71703,860,508,127,784,121,304,314,228,272,223,215,134,203,753,634,461,785
hotlake_ucc_71704,5456,3364,1062,4298,922,2457,2004,1304,1659,619,636,316,616,3018,2236,1753,4387
hotlake_ucc_71705,1004,626,184,1006,160,383,455,233,277,307,255,191,274,1275,848,747,730
hotlake_ucc_71706,10830,7164,2478,5212,781,4564,2337,1634,3380,257,292,150,220,1264,1054,759,2972
hotlake_ucc_71707,6163,4024,1298,4147,732,3183,2094,1383,2233,432,373,199,331,1926,1396,1052,4180
hotlake_ucc_124572,131,55,23,200,42,103,205,79,45,16,25,14,21,133,65,71,148
hotlake_ucc_71708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_124573,133,87,26,144,31,82,112,52,81,45,42,26,49,186,158,128,268
hotlake_ucc_71709,1863,1473,603,2353,342,1806,1057,742,1103,634,889,376,764,5669,5111,2650,2717
hotlake_ucc_71710,2717,1374,337,1745,383,906,902,540,690,1082,990,580,1199,6153,3603,3536,4360
hotlake_ucc_71711,14835,8315,3585,19644,4693,13127,9996,6681,7216,371,418,208,448,2058,1606,1447,17592
hotlake_ucc_71712,223485,173686,52497,344808,47395,125510,103931,76529,75627,7811,8636,5351,7379,31861,25403,17004,119014
hotlake_ucc_71713,179633,167284,61870,409925,58848,141602,119199,102828,104360,2995,3017,2069,2610,12518,12682,7299,94034
hotlake_ucc_71714,116040,92037,34931,260625,33454,97864,86488,69169,58775,1907,1905,1417,1687,8489,7924,5358,49104
hotlake_ucc_71715,5093,3965,1649,8998,1398,3014,3129,2568,2136,116,124,67,102,562,407,321,3883
hotlake_ucc_71716,7607,5651,2672,14711,2406,4619,5853,4276,2225,60,41,42,40,197,178,114,3851
hotlake_ucc_71717,46,27,11,91,10,11,26,26,22,8,25,17,12,74,65,59,48
hotlake_ucc_124574,106,76,30,117,44,87,75,51,58,25,20,11,29,149,80,65,178
hotlake_ucc_71718,150,71,18,121,32,64,95,47,38,16,16,8,20,94,44,47,220
hotlake_ucc_71719,339,187,73,345,82,191,209,119,133,51,83,37,44,282,169,134,450
hotlake_ucc_71720,210,121,27,248,36,111,166,77,54,63,44,28,46,171,167,138,286
hotlake_ucc_71721,897,515,150,919,172,512,619,284,283,222,205,148,245,1200,811,610,1104
hotlake_ucc_71723,1176,637,272,1553,377,634,917,617,430,176,126,73,169,1007,574,495,1590
hotlake_ucc_71724,529,327,129,614,104,293,326,218,204,60,66,25,88,449,282,237,588
hotlake_ucc_71725,726,539,208,1075,211,421,557,361,279,85,110,43,68,359,248,197,600
hotlake_ucc_71726,880,449,122,553,193,496,423,231,275,139,181,70,201,762,524,445,1264
hotlake_ucc_71727,9695,5748,2273,9800,2322,6113,5697,3124,3937,1039,908,464,1029,4354,2821,2189,7971
hotlake_ucc_124575,865,469,199,925,178,598,610,329,304,112,90,69,91,430,245,211,800
hotlake_ucc_124576,1298,927,346,2283,501,1083,1026,626,678,213,219,126,183,850,652,459,1389
hotlake_ucc_71728,43667,9926,5113,15601,22775,18467,19517,14426,10185,51327,65648,6179,68584,26345,36322,23652,43737
hotlake_ucc_71729,1903,1078,345,1310,323,956,614,436,717,413,377,200,467,1861,1071,977,4491
hotlake_ucc_71731,450,186,51,200,63,149,102,85,133,81,86,28,90,346,202,222,790
hotlake_ucc_71732,866,374,116,372,121,358,269,126,267,125,105,58,137,543,237,276,1474
hotlake_ucc_71733,585,316,101,513,140,361,307,207,211,108,110,42,132,419,219,200,679
hotlake_ucc_71734,401,210,40,262,87,188,182,138,106,167,176,85,235,832,557,504,572
hotlake_ucc_71735,332,183,27,202,62,129,132,74,84,64,69,36,77,390,199,213,332
hotlake_ucc_71736,160,80,28,68,10,53,33,20,30,24,18,7,17,78,39,54,88
hotlake_ucc_71737,202,95,17,95,27,75,62,34,41,25,24,16,27,125,62,58,93
hotlake_ucc_71738,893,525,110,358,44,262,161,129,151,53,58,14,42,187,118,140,266
hotlake_ucc_71739,96,59,18,42,9,39,23,20,21,5,0,1,1,18,10,4,23
hotlake_ucc_71740,130,72,17,61,16,65,33,23,30,10,4,5,5,18,12,22,24
hotlake_ucc_71741,349,171,41,129,34,120,77,70,66,9,7,4,8,20,7,12,31
hotlake_ucc_71742,213,94,30,85,20,59,43,21,44,10,27,8,21,68,44,35,107
hotlake_ucc_71743,231,125,18,104,21,78,43,36,52,16,15,12,21,78,43,34,130
hotlake_ucc_71744,347,188,40,126,21,86,54,36,44,14,17,4,16,52,23,43,80
hotlake_ucc_71745,461,285,63,207,20,163,74,58,81,15,16,6,16,71,59,38,75
hotlake_ucc_71747,573,391,89,183,44,264,121,63,135,12,27,6,24,77,44,53,84
hotlake_ucc_71749,1503,408,112,400,131,352,225,160,246,513,453,159,452,4173,1640,1770,3042
hotlake_ucc_71750,525,114,32,160,34,155,97,61,91,139,121,45,108,1666,584,630,1114
hotlake_ucc_71751,5163,1423,379,1928,522,1445,1370,681,1062,2811,2469,946,2519,16189,7857,8125,10027
hotlake_ucc_71753,1300,597,203,874,284,739,639,371,415,399,395,175,495,2078,1416,1359,1286
hotlake_ucc_71754,1056,534,123,552,215,512,398,254,329,122,162,74,124,598,308,384,1361
hotlake_ucc_71755,570,272,84,217,62,248,100,104,144,96,80,50,77,444,246,247,1049
hotlake_ucc_71756,297,171,48,183,51,151,96,46,110,61,75,29,64,239,146,157,330
hotlake_ucc_71757,2994,1856,615,3095,562,1571,1741,1027,982,773,815,404,730,3397,2311,1819,2228
hotlake_ucc_71758,190,120,33,165,34,95,80,64,91,73,78,30,102,272,152,136,185
hotlake_ucc_71759,475,233,85,288,97,261,249,119,164,46,68,18,58,269,131,149,488
hotlake_ucc_71760,244,101,41,161,36,106,122,56,65,32,30,13,69,146,82,87,264
hotlake_ucc_71761,288,150,60,277,97,181,200,139,137,93,111,89,159,482,323,286,481
hotlake_ucc_71762,343,150,70,364,132,184,223,147,119,167,207,88,233,841,580,566,417
hotlake_ucc_71763,509,257,83,555,136,267,380,182,180,192,180,101,205,890,524,439,521
hotlake_ucc_71764,361,200,58,366,153,268,254,186,184,496,487,235,517,1830,1425,1311,541
hotlake_ucc_71765,253,140,29,182,74,180,178,105,82,361,392,187,422,1564,1097,1256,413
hotlake_ucc_71766,467,241,96,529,45,308,336,164,221,416,510,200,519,975,537,657,842
hotlake_ucc_71767,6530,3366,1132,4239,1486,3489,2820,1783,2305,1078,1174,488,1443,4442,2524,2708,8623
hotlake_ucc_71769,409,171,53,138,27,234,76,56,108,33,55,16,76,178,102,73,393
hotlake_ucc_71770,1135,558,158,348,71,494,200,139,350,112,84,52,124,465,252,187,1667
hotlake_ucc_71771,2075,1117,337,645,156,1027,337,311,648,152,165,95,183,690,506,484,4581
hotlake_ucc_71772,341,176,54,225,60,142,139,92,112,112,153,78,179,580,340,340,394
hotlake_ucc_71773,6286,3040,659,1644,549,2561,906,709,1947,680,1006,375,1144,2414,1369,1346,12343
hotlake_ucc_71774,1201,779,267,668,165,798,399,292,545,157,155,67,134,446,301,332,1276
hotlake_ucc_71775,798,359,100,478,169,348,252,177,166,130,155,52,158,352,228,291,708
hotlake_ucc_71776,1603,814,218,662,250,785,413,340,460,208,202,82,238,799,459,492,1851
hotlake_ucc_71777,538,286,82,301,87,254,154,117,169,59,60,23,52,223,137,134,655
hotlake_ucc_71778,718,303,76,346,59,319,244,125,202,137,161,63,161,425,257,218,777
hotlake_ucc_71779,449,194,64,231,83,241,191,107,130,67,64,32,82,249,105,141,600
hotlake_ucc_71780,1794,798,221,1520,416,948,1279,509,656,1311,1480,710,1842,5544,4064,3381,1698
hotlake_ucc_71781,7320,3349,1054,6225,2029,3817,3445,2048,2454,2318,2411,1037,2669,10060,7260,6472,5406
hotlake_ucc_71782,1288,584,171,547,215,621,388,255,363,192,223,81,206,760,474,572,1271
hotlake_ucc_71783,1039,490,171,522,157,440,280,178,339,203,170,87,187,687,485,517,1084
hotlake_ucc_71784,5305,2874,719,2570,489,2115,1429,869,1666,4646,4206,2811,4684,35196,26679,20131,18850
hotlake_ucc_71786,1372,736,193,426,142,427,289,167,278,644,523,309,620,4901,3397,2720,2670
hotlake_ucc_71787,1487,710,178,505,124,454,343,184,318,381,301,199,389,3481,2002,1792,2117
hotlake_ucc_71788,969,518,126,593,211,532,401,226,287,308,263,141,295,2047,1458,1351,1850
hotlake_ucc_71789,132,58,16,27,8,39,31,20,26,32,36,18,30,202,182,150,255
hotlake_ucc_71790,308,105,36,134,56,143,92,47,88,34,32,19,48,125,78,80,374
hotlake_ucc_71791,624,364,113,763,81,353,418,219,258,321,291,188,315,1527,1082,898,1293
hotlake_ucc_71792,183,81,24,135,54,84,96,77,48,39,67,25,51,242,131,194,171
hotlake_ucc_71793,235,100,33,280,107,130,197,112,97,43,51,20,39,208,133,147,373
hotlake_ucc_71794,283,116,40,131,51,114,78,46,58,37,44,19,63,154,76,96,303
hotlake_ucc_71795,1274,599,256,836,157,662,386,309,387,1012,752,450,1112,2591,1784,2625,3014
hotlake_ucc_71796,2625,1374,434,1890,499,1414,1307,743,906,545,676,306,776,2784,1941,1533,2442
hotlake_ucc_71797,18606,9978,1964,6535,1986,6496,2472,2848,4567,332,546,234,545,1259,934,988,5612
hotlake_ucc_71798,4736,3086,1222,3206,322,1979,1395,1081,1780,23,29,13,30,57,47,37,535
hotlake_ucc_71799,1106,464,132,663,165,486,450,263,268,613,676,354,769,2121,1558,1461,859
hotlake_ucc_71800,616,281,85,345,121,269,233,113,148,347,371,198,433,1492,898,815,576
hotlake_ucc_71801,142,73,29,95,21,81,64,30,39,25,30,16,34,150,128,113,163
hotlake_ucc_71803,194,97,26,90,13,103,60,26,60,18,31,17,25,124,61,61,390
hotlake_ucc_71805,1459,629,194,728,289,745,577,329,344,161,197,58,192,464,244,332,803
hotlake_ucc_71806,373,159,50,287,63,179,143,88,117,61,68,38,63,266,137,145,421
hotlake_ucc_71807,526,233,88,267,86,224,179,94,140,127,111,44,126,444,219,229,394
hotlake_ucc_71808,3736,1827,471,2060,629,1659,1173,853,1161,2265,2448,1097,2767,5775,3457,3332,7278
hotlake_ucc_71809,87,52,6,50,10,27,28,27,19,56,49,11,55,168,98,79,104
hotlake_ucc_71810,6704,3648,1000,5276,920,5026,2741,1751,2403,621,740,367,832,2638,2966,2240,14508
hotlake_ucc_71812,3867,2062,563,2789,319,2695,1687,911,1075,204,232,147,280,1274,787,582,5151
hotlake_ucc_71813,4593,2906,981,5746,1278,6033,3383,2055,1281,584,747,321,686,1992,2414,1556,7214
hotlake_ucc_71815,2027,938,378,1506,397,1681,1005,556,556,200,179,104,182,685,593,395,2546
hotlake_ucc_71816,809,411,93,656,181,737,419,295,207,36,34,36,58,207,166,168,1216
hotlake_ucc_71817,1019,555,139,600,184,2793,361,533,364,181,222,112,234,716,1254,795,4937
hotlake_ucc_71819,285,156,31,145,71,745,97,139,67,50,70,24,70,231,482,322,1544
hotlake_ucc_71821,374,228,71,269,64,233,201,133,103,32,32,21,54,196,98,136,607
hotlake_ucc_71822,1806,832,231,1255,442,924,1006,593,566,451,476,178,492,1294,766,902,1614
hotlake_ucc_71823,200,118,30,147,55,87,93,64,59,39,41,17,49,188,144,151,351
hotlake_ucc_71824,591,237,103,434,127,315,362,187,199,84,78,44,110,522,320,246,651
hotlake_ucc_71826,704,298,98,251,164,290,227,136,206,113,99,41,113,554,363,390,842
hotlake_ucc_71827,398,253,71,319,88,213,196,131,111,38,45,26,44,172,94,82,456
hotlake_ucc_71828,3329,1479,385,2322,1092,2595,1823,1407,1200,1253,1124,554,1116,5148,5102,5137,2163
hotlake_ucc_71829,7590,5265,2219,11603,2569,19462,5719,5323,3010,1200,1088,688,1048,6239,7173,5098,22032
hotlake_ucc_71830,7723,3979,1350,7206,2007,11987,4228,3464,2806,2293,2230,1166,2622,11968,11699,9926,23598
hotlake_ucc_71831,77,22,15,22,15,51,11,16,41,7,5,0,11,28,9,8,54
hotlake_ucc_71832,1886,960,285,1229,310,1060,803,450,462,263,297,143,345,1167,831,890,1197
hotlake_ucc_71833,1263,572,158,639,232,760,409,280,372,386,406,189,507,1872,1289,1223,1299
hotlake_ucc_71834,839,363,91,399,137,463,235,176,225,279,257,119,284,966,623,649,881
hotlake_ucc_71835,187,75,22,74,19,88,73,31,61,35,35,12,56,139,66,54,258
hotlake_ucc_71836,403,173,48,227,121,179,176,110,141,102,111,44,124,458,263,265,916
hotlake_ucc_71837,552,323,67,424,97,260,270,125,218,119,109,40,112,534,362,304,910
hotlake_ucc_71838,2423,1530,498,2744,471,1316,1324,837,932,475,449,218,439,2351,1667,1281,3432
hotlake_ucc_71839,664,410,106,549,153,385,338,265,264,103,127,45,157,668,484,401,777
hotlake_ucc_71840,575,323,96,535,151,349,346,200,208,168,120,108,170,864,521,455,835
hotlake_ucc_71841,402,199,66,340,122,255,225,148,159,82,76,35,78,450,279,231,623
hotlake_ucc_71842,581,346,124,638,138,345,348,191,249,139,163,55,151,875,583,413,957
hotlake_ucc_71843,141,123,22,190,28,54,62,32,45,23,55,19,38,162,103,74,134
hotlake_ucc_71844,364,231,84,362,66,208,141,81,138,173,132,98,164,685,572,385,695
hotlake_ucc_71846,296,174,50,208,42,93,112,63,81,113,105,61,121,375,339,230,252
hotlake_ucc_71847,312,118,45,187,88,129,113,79,82,53,52,31,84,310,223,186,403
hotlake_ucc_71848,1077,516,149,647,210,562,554,293,286,202,240,99,242,692,369,354,696
hotlake_ucc_71849,1363,523,163,676,385,1044,603,512,658,513,593,201,675,1723,1144,1036,1912
hotlake_ucc_71851,2171,1128,297,1431,270,880,681,512,659,442,455,197,474,2665,1794,1344,3321
hotlake_ucc_71853,1648,950,210,1108,274,733,641,421,503,2143,2455,1304,2899,10225,5710,4433,2161
hotlake_ucc_71854,6529,3770,946,3625,899,2159,1825,927,1806,4289,4048,1948,4245,19725,13368,11260,6673
hotlake_ucc_71855,4235,2464,673,2576,440,1559,1291,736,1153,2676,2415,1287,2549,13314,9761,7092,4114
hotlake_ucc_71856,45958,30029,8351,51697,8625,23883,23631,14262,17071,56066,55134,34211,59184,260639,210648,151788,49512
hotlake_ucc_71858,185,87,28,98,19,84,93,46,62,41,30,6,27,144,57,97,317
hotlake_ucc_71859,1510,706,170,776,328,863,547,350,439,158,199,71,187,626,357,380,1282
hotlake_ucc_71860,876,516,228,762,138,605,475,276,405,761,990,397,1014,2721,1781,1443,1567
hotlake_ucc_71861,917,536,224,931,216,675,680,359,533,1317,1630,722,1914,5300,3326,3164,2168
hotlake_ucc_71862,906,427,107,602,193,356,411,279,242,1141,1059,532,1293,4722,2898,3235,786
hotlake_ucc_71863,603,245,67,199,91,201,123,96,111,117,136,35,145,347,201,242,524
hotlake_ucc_71864,2289,1048,221,893,354,1005,593,396,667,445,460,203,551,1803,1144,1137,5194
hotlake_ucc_71866,1876,943,223,679,236,747,548,322,515,210,211,93,212,940,480,502,2905
hotlake_ucc_71867,1861,743,261,758,205,622,386,289,446,146,154,98,183,814,546,474,2452
hotlake_ucc_71868,2388,1102,310,1356,489,1283,935,660,799,1197,1242,581,1434,5266,3441,3221,3735
hotlake_ucc_71869,8528,4732,1543,7359,1909,4674,3863,2607,2804,3436,3656,1832,3769,16348,12720,11134,12722
hotlake_ucc_71871,1645,718,169,1019,379,810,898,505,542,1152,1287,576,1439,5583,4002,4316,2010
hotlake_ucc_71873,360,184,44,168,50,145,93,50,111,66,63,16,67,215,132,109,467
hotlake_ucc_71874,854,348,114,410,182,507,366,240,301,137,156,48,151,522,275,296,692
hotlake_ucc_71875,674,335,89,282,100,371,227,150,225,129,136,45,183,483,247,245,736
hotlake_ucc_71876,637,303,78,273,129,380,230,177,231,109,136,50,156,533,266,273,745
